w1,w2,w3,w4,w5,l1,l2,l3,l4,l5,cc,cr,ibias,w_sum,l_sum,log_w_sum,log_l_sum,log_ibias,log_cc,log_cr,ibias_over_cc,ibias_over_cr,cr_over_cc,log_ibias_over_cc,log_ibias_over_cr,log_cr_over_cc,w1_over_l1,log_w1_over_l1,w1_norm,l1_norm,area1,mismatch1,w2_over_l2,log_w2_over_l2,w2_norm,l2_norm,area2,mismatch2,w3_over_l3,log_w3_over_l3,w3_norm,l3_norm,area3,mismatch3,w4_over_l4,log_w4_over_l4,w4_norm,l4_norm,area4,mismatch4,w5_over_l5,log_w5_over_l5,w5_norm,l5_norm,area5,mismatch5,log_gm_hat_1,log_ro_hat_1,log_av_hat_1,log_ugf_hat_1,log_gm_hat_2,log_ro_hat_2,log_av_hat_2,log_ugf_hat_2,log_gm_hat_3,log_ro_hat_3,log_av_hat_3,log_ugf_hat_3,log_gm_hat_4,log_ro_hat_4,log_av_hat_4,log_ugf_hat_4,log_gm_hat_5,log_ro_hat_5,log_av_hat_5,log_ugf_hat_5,dcgain_stage1_proxy,dcgain_stage2_proxy,dcgain_total_proxy,dcgain_all_devices_proxy,cmrr_pair12_area_ratio,cmrr_pair12_log_area_ratio,cmrr_pair12_area_diff_norm,cmrr_pair12_mismatch_diff,cmrr_pair34_area_ratio,cmrr_pair34_log_area_ratio,cmrr_pair34_area_diff_norm,cmrr_pair34_mismatch_diff,cmrr_pair45_area_ratio,cmrr_pair45_log_area_ratio,cmrr_pair45_area_diff_norm,cmrr_pair45_mismatch_diff
1.0,10.5,20.5,38.5,32.5,1.5,2.0,2.0,1.0,1.0,1.9e-12,78500.0,2e-05,103.0,7.5,4.634728988229636,2.0149030205422647,-10.819778284410283,-26.989167229756152,11.2708539037705,10526315.789473685,2.547770700636943e-10,4.131578947368421e+16,16.16938894534587,-22.090632188180784,38.26002113352665,0.6666666666666666,-0.4054651081081644,0.009708737864077669,0.2,1.224744871391589,0.8164965809277261,5.25,1.6582280766035322,0.10194174757281553,0.26666666666666666,4.58257569495584,0.2182178902359924,10.25,2.327277705584417,0.19902912621359223,0.26666666666666666,6.4031242374328485,0.15617376188860607,38.5,3.6506582412937387,0.3737864077669903,0.13333333333333333,6.2048368229954285,0.16116459280507606,32.5,3.481240089335692,0.3155339805825243,0.13333333333333333,5.70087712549569,0.17541160386140586,-5.6126216962592235,11.225243392518447,5.6126216962592235,21.37654553349693,-4.580775103903376,11.512925464970229,6.932150361066853,22.408392125852778,-4.246250289412933,11.512925464970229,7.266675175557296,22.74291694034322,-3.5845600215582722,10.819778284410283,7.235218262852011,23.40460720819788,-3.6692690975372955,10.819778284410283,7.150509186872988,23.319898132218857,5.6126216962592235,7.266675175557296,12.87929687181652,34.19717468260838,0.2672612419124244,-1.3195286648076294,1.1564131117618643,0.5982786906917338,1.031956910406178,0.03145691270528461,0.031454318979421796,0.004990830916469985,1.0884003788199381,0.08470907597902344,0.08465845890134269,0.014247011056329806
44.5,48.5,39.0,42.5,46.0,1.0,1.5,1.5,2.0,1.0,1.7e-12,74500.0,1e-05,220.5,7.0,5.395897694886901,1.9459101490553132,-11.512925464970229,-27.10039286486638,11.218554404367652,5882352.941176471,1.342281879194631e-10,4.38235294117647e+16,15.58746739989615,-22.731479869337882,38.31894726923403,44.5,3.7954891891721947,0.2018140589569161,0.14285714285714285,6.670832032063167,0.14990633779917228,32.333333333333336,3.476098689835273,0.2199546485260771,0.21428571428571427,8.52936105461599,0.11724207635210984,26.0,3.2580965380214817,0.17687074829931973,0.21428571428571427,7.648529270389178,0.13074409009212268,21.25,3.056356895370426,0.1927437641723356,0.2857142857142857,9.219544457292887,0.10846522890932808,46.0,3.828641396489095,0.20861678004535147,0.14285714285714285,6.782329983125268,0.14744195615489714,-3.858718137899017,11.512925464970229,7.654207327071211,23.24167472696736,-4.0184133875674775,11.918390573078392,7.899977185510915,23.0819794772989,-4.1274144634743735,11.918390573078392,7.790976109604019,22.972978401392005,-4.228284284799901,12.206072645530174,7.977788360730273,22.872108580066477,-3.8421420342405668,11.512925464970229,7.670783430729662,23.258250830625812,7.654207327071211,7.790976109604019,15.44518343667523,38.99373241364608,0.7821021984352499,-0.24576985843970367,0.24454018602981606,0.03266426144706244,0.8295994781324583,-0.18681225112625288,0.1862708466024225,0.022278861182794596,1.3593476696403028,0.3070049300006108,0.304616122722674,0.038976727245569054
26.0,3.5,29.5,24.0,22.5,1.0,2.0,1.0,1.0,1.0,7e-13,91500.0,1e-05,105.5,6.0,4.658710952916121,1.791759469228055,-11.512925464970229,-27.631021115928547,11.424094251263613,10000000.000000002,1.0928961748633881e-10,9.15e+16,16.118095650958317,-22.93701971623384,39.05511536719216,26.0,3.258096538021482,0.24644549763033174,0.16666666666666666,5.0990195135927845,0.19611613513818404,1.75,0.5596157879354228,0.03317535545023697,0.3333333333333333,2.6457513110645907,0.3779644730092272,29.5,3.3843902633457743,0.2796208530805687,0.16666666666666666,5.431390245600108,0.1841149235796647,24.0,3.1780538303479458,0.22748815165876776,0.16666666666666666,4.898979485566356,0.20412414523193154,22.5,3.1135153092103742,0.2132701421800948,0.16666666666666666,4.743416490252569,0.21081851067789195,-4.1274144634743735,11.512925464970229,7.385511001495855,23.503606652454174,-5.476654838517403,12.206072645530174,6.729417807012771,22.154366277411143,-4.064267600812228,11.512925464970229,7.448657864158001,23.566753515116318,-4.167435817311142,11.512925464970229,7.345489647659087,23.463585298617406,-4.199705077879927,11.512925464970229,7.313220387090301,23.43131603804862,7.385511001495855,7.448657864158001,14.834168865653856,36.222296707416014,1.9272482233188628,0.6560931944830841,0.6335289340564122,0.18184833787104315,1.1086778913041726,0.1031682164989145,0.10307680632716992,0.020009221652266845,1.0327955589886444,0.03226926056878532,0.03226646068132973,0.006694365445960415
5.0,37.5,17.0,14.0,15.5,0.5,1.5,1.0,1.5,2.0,1.9e-12,44500.0,1e-05,89.0,6.5,4.48863636973214,1.8718021769015913,-11.512925464970229,-26.989167229756152,10.703244468154331,5263157.894736842,2.2471910112359554e-10,2.3421052631578948e+16,15.476241764785923,-22.21616993312456,37.69241169791049,10.0,2.3025850929940455,0.056179775280898875,0.07692307692307693,1.5811388300841898,0.6324555320336759,25.0,3.218875824868201,0.42134831460674155,0.23076923076923078,7.5,0.13333333333333333,17.0,2.833213344056216,0.19101123595505617,0.15384615384615385,4.123105625617661,0.24253562503633297,9.333333333333334,2.2335922215070942,0.15730337078651685,0.23076923076923078,4.58257569495584,0.2182178902359924,7.75,2.0476928433652555,0.17415730337078653,0.3076923076923077,5.5677643628300215,0.1796053020267749,-4.605170185988092,10.819778284410283,6.214608098422191,22.383997043768062,-4.147024820051014,11.918390573078392,7.7713657530273785,22.84214240970514,-4.339856060457006,11.512925464970229,7.173069404513223,22.649311169299146,-4.639666621731568,11.918390573078392,7.278723951346825,22.349500608024584,-4.732616310802486,12.206072645530174,7.473456334727688,22.256550918953664,6.214608098422191,7.173069404513223,13.387677502935414,35.911223542037305,0.21081851067789198,-1.5567576546051871,1.3035504204181267,0.4991221987003426,0.8997354108424374,-0.10565454683360342,0.10555637230881568,0.02431773480034058,0.8230548917531015,-0.19473238338086163,0.19411934226154098,0.03861258820921748
14.0,47.5,23.0,28.5,18.0,2.0,0.5,1.0,1.0,0.5,2e-13,32000.0,2e-05,131.0,5.0,4.875197323201151,1.6094379124341003,-10.819778284410283,-27.631021115928547,10.373491181781864,20000000.000000004,6.25e-10,3.2e+16,16.811242831518264,-21.19326946619215,38.00451229771041,7.0,1.945910149055313,0.10687022900763359,0.4,5.291502622129181,0.1889822365046136,95.0,4.553876891600541,0.36259541984732824,0.1,4.873397172404482,0.20519567041703082,23.0,3.1354942159291497,0.17557251908396945,0.2,4.795831523312719,0.20851441405707477,28.5,3.349904087274605,0.21755725190839695,0.2,5.338539126015656,0.1873171623163388,36.0,3.58351893845611,0.13740458015267176,0.1,3.0,0.3333333333333333,-4.436934067677485,11.512925464970229,7.075991397292744,23.194087048251063,-3.1329506964048712,10.126631103850338,6.993680407445467,24.498070419523675,-3.8421420342405668,10.819778284410283,6.9776362501697164,23.78887908168798,-3.734937098567839,10.819778284410283,7.0848411858424445,23.896084017360707,-3.6181296729770867,10.126631103850338,6.508501430873251,24.01289144295146,7.075991397292744,6.9776362501697164,14.05362764746246,34.640650671623625,1.085793428061274,0.08231098984727692,0.08226454921858506,0.016213433912417224,0.898341551894183,-0.1072049356727276,0.10710237892057023,0.021197251740735973,1.7795130420052185,0.5763397549691927,0.5608989993749812,0.14601617101699452
25.0,25.0,31.0,27.0,24.0,0.5,1.0,1.5,1.5,0.5,1e-13,89500.0,2e-05,132.0,5.0,4.882801922586371,1.6094379124341003,-10.819778284410283,-27.631021115928547,11.401993904262946,20000000.000000004,2.23463687150838e-10,8.95e+16,16.811242831518264,-22.221772188673228,39.03301502019149,50.0,3.912023005428146,0.1893939393939394,0.1,3.5355339059327378,0.282842712474619,25.0,3.2188758248682006,0.1893939393939394,0.2,5.0,0.2,20.666666666666668,3.0285220963769817,0.23484848484848486,0.3,6.819090848492928,0.1466471150213533,18.0,2.8903717578961645,0.20454545454545456,0.3,6.363961030678928,0.15713484026367722,48.0,3.871201010907891,0.18181818181818182,0.1,3.4641016151377544,0.2886751345948129,-3.4538776394910684,10.126631103850338,6.672753464359269,24.17714347643748,-3.800451229771041,10.819778284410283,7.019327054639242,23.830569886157505,-3.8956280940166508,11.225243392518447,7.329615298501796,23.735393021911896,-3.9647032632570594,11.225243392518447,7.260540129261388,23.666317852671487,-3.4742886367511963,10.126631103850338,6.652342467099142,24.15673247917735,6.672753464359269,7.329615298501796,14.002368762861066,34.934578413860834,0.7071067811865476,-0.3465735902799725,0.34314575050761975,0.082842712474619,1.0715167512214394,0.06907516924040857,0.06904771702113498,0.010487725242323914,1.8371173070873836,0.6081976621622465,0.5901182196423014,0.1315402943311357
36.5,44.5,27.0,21.5,43.0,1.0,2.0,0.5,1.5,1.5,9e-13,22500.0,2e-05,172.5,6.5,5.150397236471415,1.8718021769015913,-10.819778284410283,-27.631021115928547,10.021270588192511,20000000.000000004,8.88888888888889e-10,2.25e+16,16.811242831518264,-20.841048872602794,37.652291704121055,36.5,3.597312260588446,0.21159420289855072,0.15384615384615385,6.041522986797286,0.1655211777204736,22.25,3.1023420086122493,0.2579710144927536,0.3076923076923077,9.433981132056603,0.105999788000636,54.0,3.9889840465642745,0.1565217391304348,0.07692307692307693,3.6742346141747673,0.2721655269759087,14.333333333333334,2.662587827025453,0.1246376811594203,0.23076923076923078,5.678908345800274,0.17609018126512477,28.666666666666668,3.355735007585398,0.2492753623188406,0.23076923076923078,8.031189202104505,0.12451456127293807,-3.611233011910919,10.819778284410283,7.208545272499364,24.01978810401763,-3.858718137899017,11.512925464970229,7.654207327071211,23.77230297802953,-3.4153971189230043,10.126631103850338,6.7112339849273335,24.215623997005544,-4.078595228692415,11.225243392518447,7.146648163826032,23.552425887236133,-3.7320216384124425,11.225243392518447,7.493221754106004,23.898999477516107,7.208545272499364,6.7112339849273335,13.919779257426697,36.21385650242995,0.6404001558014816,-0.4456620545718468,0.43842941970804905,0.059521389719837586,0.6469966392206306,-0.43541417889869893,0.42866312216206215,0.09607534571078391,0.7071067811865476,-0.3465735902799725,0.3431457505076198,0.0515756199921867
19.0,2.5,6.5,20.0,4.5,1.5,1.5,1.0,2.0,1.5,1.3e-12,58000.0,1e-05,52.5,7.5,3.960813169597578,2.0149030205422647,-11.512925464970229,-27.368656851461058,10.968198289528557,7692307.692307694,1.7241379310344828e-10,4.4615384615384616e+16,15.85573138649083,-22.481123754498785,38.33685514098961,12.666666666666666,2.5389738710582757,0.3619047619047619,0.2,5.338539126015656,0.1873171623163388,1.6666666666666667,0.5108256237659907,0.047619047619047616,0.2,1.9364916731037085,0.5163977794943222,6.5,1.8718021769015913,0.12380952380952381,0.13333333333333333,2.5495097567963922,0.3922322702763681,10.0,2.3025850929940455,0.38095238095238093,0.26666666666666666,6.324555320336759,0.15811388300841897,3.0,1.0986122886681098,0.08571428571428572,0.2,2.598076211353316,0.3849001794597505,-4.486975796955976,11.918390573078392,7.431414776122416,22.88168105450508,-5.501049920602119,11.918390573078392,6.417340652476273,21.86760693085894,-4.820561644034319,11.512925464970229,6.69236382093591,22.54809520742674,-4.605170185988092,12.206072645530174,7.600902459542082,22.763486665472968,-5.20715658815106,11.918390573078392,6.711233984927333,22.161500263309996,7.431414776122416,6.69236382093591,14.123778597058326,34.85325569400401,2.756809750418044,1.0140741236461426,0.935266817928458,0.3290806171779834,0.40311288741492746,-0.9085386386061725,0.8508041198093017,0.23411838726794912,2.4343224778007384,0.8896684746147488,0.8352870105076711,0.22678629645133155
18.5,6.0,16.0,2.5,31.0,1.5,1.0,1.0,1.0,1.0,1.8e-12,73000.0,1e-05,74.0,5.5,4.30406509320417,1.7047480922384253,-11.512925464970229,-27.04323445102643,11.198214720130528,5555555.555555556,1.3698630136986302e-10,4.055555555555555e+16,15.5303089860562,-22.711140185100756,38.24144917115696,12.333333333333334,2.512305623976115,0.25,0.2727272727272727,5.267826876426369,0.1898315991504998,6.0,1.791759469228055,0.08108108108108109,0.18181818181818182,2.449489742783178,0.4082482904638631,16.0,2.772588722239781,0.21621621621621623,0.18181818181818182,4.0,0.25,2.5,0.9162907318741551,0.033783783783783786,0.18181818181818182,1.5811388300841898,0.6324555320336759,31.0,3.4339872044851463,0.4189189189189189,0.18181818181818182,5.5677643628300215,0.1796053020267749,-4.500309920497057,11.918390573078392,7.418080652581335,22.542924530529373,-4.860582997871087,11.512925464970229,6.652342467099142,22.18265145315534,-4.3701683713652235,11.512925464970229,7.142757093605005,22.673066079661204,-5.298317366548037,11.512925464970229,6.214608098422191,21.74491708447839,-4.039469130242541,11.512925464970229,7.473456334727688,23.003765320783888,7.418080652581335,7.142757093605005,14.56083774618634,34.90124464643536,2.1505813167606567,0.7657381854821944,0.7303930297813443,0.21841669131336328,2.5298221281347035,0.928148995182813,0.8667984236039232,0.3824555320336759,0.28398091712353246,-1.2588482363054956,1.1153110974274378,0.45285023000690094
11.0,27.0,29.0,22.0,47.5,1.5,0.5,1.5,1.5,1.0,1e-12,50000.0,1e-05,136.5,6.0,4.916324614625014,1.791759469228055,-11.512925464970229,-27.631021115928547,10.819778284410283,10000000.000000002,2e-10,5e+16,16.118095650958317,-22.332703749380514,38.45079940033883,7.333333333333333,1.9924301646902063,0.08058608058608059,0.25,4.06201920231798,0.24618298195866545,54.0,3.9889840465642745,0.1978021978021978,0.08333333333333333,3.6742346141747673,0.2721655269759087,19.333333333333332,2.96183072187831,0.21245421245421245,0.25,6.59545297913646,0.15161960871578067,14.666666666666666,2.6855773452501515,0.16117216117216118,0.25,5.744562646538029,0.17407765595569785,47.5,3.8607297110405954,0.34798534798534797,0.16666666666666666,6.892024376045111,0.14509525002200233,-4.760247650140011,11.918390573078392,7.1581429229383815,22.870773465788538,-3.761970709202977,10.819778284410283,7.057807575207306,23.86905040672557,-4.27554737154596,11.918390573078392,7.642843201532433,23.355473744382586,-4.413674059860039,11.918390573078392,7.504716513218353,23.21734705606851,-3.8260978769648166,11.512925464970229,7.686827588005412,23.80492323896373,7.1581429229383815,7.642843201532433,14.800986124470814,37.050337800901886,1.1055415967851334,0.10033534773107555,0.10025125786760093,0.02598254501724323,1.148120994574099,0.13812668831407904,0.1379074967827559,0.022458047239917178,0.8335087534664907,-0.18211107478705757,0.1816094373356392,0.028982405933695526
